id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
18514,DevOps Engineer,Git,Hard,What is the DCO (Developer Certificate of Origin)?,Certification that contribution is original work (used by Linux kernel et al.),Code ownership,License header,Copyright notice,A,2026-07-05 11:34:19.858491+05:30
18515,DevOps Engineer,Git,Hard,What is Large File Storage (LFS) in Git?,Extension for versioning large files outside main repository,Binary storage,Cloud storage,Backup system,A,2026-07-05 11:34:19.858491+05:30
18516,DevOps Engineer,Git,Medium,What does git ls-files do?,Lists all tracked files in the repository,Shows log,Shows status,Shows remotes,A,2026-07-05 11:34:19.858491+05:30
18517,DevOps Engineer,Git,Hard,What is the sparse-checkout feature?,Checks out only specific files/directories from large repos,Shallow clone,Partial merge,Submodule feature,A,2026-07-05 11:34:19.858491+05:30
18518,DevOps Engineer,Git,Hard,What is the purpose of git notes?,Attach additional text to commits without changing commit hash,Commit amendment,Tag alternative,Branch note,A,2026-07-05 11:34:19.858491+05:30
18519,DevOps Engineer,Pipelines,Easy,What is a DevOps pipeline?,Automated sequence of steps from code commit to production deployment,Manual deployment,CI only,Testing only,A,2026-07-05 11:34:19.858491+05:30
18520,DevOps Engineer,Pipelines,Easy,What are the typical stages of a CI/CD pipeline?,Source → Build → Test → Deploy → Monitor,Code → Run → Done,Write → Push → Done,Plan → Apply → Done,A,2026-07-05 11:34:19.858491+05:30
18521,DevOps Engineer,Pipelines,Easy,What is a pipeline trigger?,"Event (commit, tag, PR, schedule) that starts a pipeline run",Pipeline stage,Build step,Test result,A,2026-07-05 11:34:19.858491+05:30
18522,DevOps Engineer,Pipelines,Medium,What is a webhook?,HTTP callback notifying external systems about events (code pushes),Scheduled trigger,Manual trigger,API call only,A,2026-07-05 11:34:19.858491+05:30
18523,DevOps Engineer,Pipelines,Easy,What is a build artifact?,"File produced by build pipeline (binary, Docker image, JAR)",Source code,Test report,Log file,A,2026-07-05 11:34:19.858491+05:30
18524,DevOps Engineer,Pipelines,Medium,What is artifact versioning?,Tagging build outputs with version numbers for traceability,Random naming,Sequential ID only,Build number,A,2026-07-05 11:34:19.858491+05:30
18525,DevOps Engineer,Pipelines,Easy,What is a multi-stage pipeline?,"Pipeline with distinct phases: build, unit test, integration test, deploy",Single-stage pipeline,Linear build,Parallel jobs only,A,2026-07-05 11:34:19.858491+05:30
18526,DevOps Engineer,Pipelines,Medium,What is a pipeline as code?,Defining pipeline configuration in version-controlled file,Manual configuration,GUI configuration,Database config,A,2026-07-05 11:34:19.858491+05:30
18527,DevOps Engineer,Pipelines,Hard,What are Declarative vs Scripted Pipelines in Jenkins?,Declarative uses structured syntax; Scripted uses Groovy code,No difference,Declarative is Groovy,Scripted uses YAML,A,2026-07-05 11:34:19.858491+05:30
18528,DevOps Engineer,Pipelines,Medium,What is a parallel stage?,Multiple steps running simultaneously to reduce total pipeline time,Sequential stages,Dependent stages,Final stage,A,2026-07-05 11:34:19.858491+05:30
18529,DevOps Engineer,Pipelines,Medium,What is a pipeline stage gate?,Manual approval required before proceeding to next stage,Automated check,Test result,Build step,A,2026-07-05 11:34:19.858491+05:30
18530,DevOps Engineer,Pipelines,Medium,What is environment promotion?,Moving artifact through dev → staging → production environments,Deployment scaling,Container promotion,Branch promotion,A,2026-07-05 11:34:19.858491+05:30
18531,DevOps Engineer,Pipelines,Medium,What is the difference between a build server and an agent?,Build server coordinates; agent executes jobs,No difference,Agent coordinates,Server executes,A,2026-07-05 11:34:19.858491+05:30
18532,DevOps Engineer,Pipelines,Hard,What is a shared library in Jenkins?,Reusable Groovy code shared across multiple pipelines,Plugin,Module,Template,A,2026-07-05 11:34:19.858491+05:30
18533,DevOps Engineer,Pipelines,Medium,What is a pipeline template?,Pre-built pipeline definition that teams can reuse/extend,Custom pipeline,Starter pipeline,Test pipeline,A,2026-07-05 11:34:19.858491+05:30
18534,DevOps Engineer,Pipelines,Medium,What is a self-service pipeline?,Developers create/configure their own pipelines without ops team,Automated pipeline,Manual pipeline,Shared pipeline,A,2026-07-05 11:34:19.858491+05:30
18535,DevOps Engineer,Pipelines,Medium,What is the build context in Docker within CI?,Files available to Docker daemon during image build,Build stage,Docker layer,Build cache,A,2026-07-05 11:34:19.858491+05:30
18536,DevOps Engineer,Pipelines,Medium,What is layer caching in Docker CI builds?,Reusing unchanged Docker layers to speed up builds,Build caching,Test caching,Artifact caching,A,2026-07-05 11:34:19.858491+05:30
18537,DevOps Engineer,Pipelines,Hard,What is kaniko?,Tool for building Docker images inside Kubernetes without Docker daemon,Docker alternative,K8s image,CI runner,A,2026-07-05 11:34:19.858491+05:30
18538,DevOps Engineer,Pipelines,Hard,What is buildah?,Tool building OCI images without Docker daemon (rootless),Docker fork,Container runner,CI agent,A,2026-07-05 11:34:19.858491+05:30
18539,DevOps Engineer,Pipelines,Easy,What is a pipeline graph?,Visual representation of pipeline stages and dependencies,Code graph,Network topology,Deployment map,A,2026-07-05 11:34:19.858491+05:30
18540,DevOps Engineer,Pipelines,Medium,What is pipeline observability?,"Monitoring pipeline health, duration, failure rate, and bottlenecks",Code observability,Build logging,Test tracking,A,2026-07-05 11:34:19.858491+05:30
18541,DevOps Engineer,Pipelines,Easy,What is flaky test?,Test that sometimes passes and sometimes fails without code changes,Always failing test,Always passing test,Skipped test,A,2026-07-05 11:34:19.858491+05:30
18542,DevOps Engineer,Pipelines,Hard,What is test quarantine?,Isolating flaky tests to prevent blocking pipelines while fixing,Test deletion,Test skipping,Test mocking,A,2026-07-05 11:34:19.858491+05:30
18543,DevOps Engineer,Pipelines,Hard,What is a monorepo pipeline challenge?,Determining which services to build/test based on changed files,Too many branches,Too many stages,Too many runners,A,2026-07-05 11:34:19.858491+05:30
18544,DevOps Engineer,Pipelines,Hard,What is affected testing in monorepos?,Running tests only for packages affected by changed files,Full test suite,Random testing,Sequential testing,A,2026-07-05 11:34:19.858491+05:30
18545,DevOps Engineer,Pipelines,Medium,What is pipeline caching?,Storing dependencies between runs to avoid re-downloading,Build artifact,Log storage,State storage,A,2026-07-05 11:34:19.858491+05:30
18546,DevOps Engineer,Pipelines,Hard,What is a Docker layer cache mount in BuildKit?,Mounts build cache directory as Docker layer during build,Volume mount,Temp mount,Secret mount,A,2026-07-05 11:34:19.858491+05:30
18547,DevOps Engineer,Pipelines,Medium,What is secret management in pipelines?,Securely storing and injecting credentials into pipeline steps,Environment variables,Config files,Hard-coded values,A,2026-07-05 11:34:19.858491+05:30
18548,DevOps Engineer,Pipelines,Medium,What tools are used for secret management in CI/CD?,"HashiCorp Vault, AWS Secrets Manager, Azure Key Vault",Environment variables only,Config files,Git secrets,A,2026-07-05 11:34:19.858491+05:30
18549,DevOps Engineer,Pipelines,Easy,What is code coverage in CI?,Percentage of code executed by automated tests,Test count,Build time,Deployment frequency,A,2026-07-05 11:34:19.858491+05:30
18550,DevOps Engineer,Pipelines,Medium,What is the quality gate in CI?,Condition blocking merge/deploy if code quality metrics fail threshold,Build condition,Test condition,Deploy condition,A,2026-07-05 11:34:19.858491+05:30
18551,DevOps Engineer,Pipelines,Easy,What is lint checking in CI?,Automated code style and error analysis,Compilation,Testing,Deployment,A,2026-07-05 11:34:19.858491+05:30
18552,DevOps Engineer,Pipelines,Medium,What is static analysis in CI?,Analyzing code without executing it for bugs and quality issues,Dynamic testing,Performance testing,Security testing,A,2026-07-05 11:34:19.858491+05:30
18553,DevOps Engineer,Pipelines,Medium,What is OWASP dependency check?,Scans dependencies for known CVEs,Code quality tool,License checker,Performance tool,A,2026-07-05 11:34:19.858491+05:30
18554,DevOps Engineer,Pipelines,Medium,What is Snyk in CI/CD?,Security platform scanning code and dependencies for vulnerabilities,Performance tool,Code formatter,Test runner,A,2026-07-05 11:34:19.858491+05:30
18555,DevOps Engineer,Pipelines,Hard,What is a deployment pipeline vs release pipeline?,Deployment runs per commit; release governs which artifacts reach production,Same pipeline,Deploy is manual,Release is automated,A,2026-07-05 11:34:19.858491+05:30
18556,DevOps Engineer,Pipelines,Medium,What is change management in CI/CD?,Process ensuring changes are approved and recorded before deployment,Random changes,Automatic changes,Uncontrolled changes,A,2026-07-05 11:34:19.858491+05:30
18557,DevOps Engineer,Pipelines,Medium,What is ChatOps?,Using chat tools (Slack) to trigger and monitor deployments,Automated deployment,Manual ops,DevOps culture,A,2026-07-05 11:34:19.858491+05:30
18558,DevOps Engineer,Pipelines,Medium,What is the pipeline success rate metric?,Percentage of pipeline runs that complete successfully,Test count,Build count,Deploy count,A,2026-07-05 11:34:19.858491+05:30
18559,DevOps Engineer,Pipelines,Medium,What is mean time to pipeline completion?,Average duration from trigger to finished pipeline run,MTTR,MTBF,Lead time,A,2026-07-05 11:34:19.858491+05:30
18560,DevOps Engineer,Pipelines,Hard,What is pipeline idempotency?,Running pipeline multiple times produces same result,Immutability,Repeatability,Reliability,A,2026-07-05 11:34:19.858491+05:30
18561,DevOps Engineer,Pipelines,Medium,What is a pipeline cleanup step?,"Removes temporary files, containers, and resources after run",Final deployment,Post-notification,Archive step,A,2026-07-05 11:34:19.858491+05:30
18562,DevOps Engineer,Pipelines,Medium,What is retry mechanism in pipelines?,Automatically re-running failed steps a specified number of times,Manual retry,Error ignore,Skip on failure,A,2026-07-05 11:34:19.858491+05:30
18563,DevOps Engineer,Pipelines,Easy,What is timeout in pipeline steps?,Maximum time a step can run before being killed,Minimum time,Retry count,Failure threshold,A,2026-07-05 11:34:19.858491+05:30
18564,DevOps Engineer,Pipelines,Hard,What is fan-out/fan-in pipeline pattern?,Fan-out: parallel jobs; Fan-in: waits for all to complete before proceeding,Single thread,Sequential only,Batch processing,A,2026-07-05 11:34:19.858491+05:30
18565,DevOps Engineer,Pipelines,Medium,What is a workspace in CI/CD pipelines?,Shared storage for artifacts between pipeline stages/jobs,Build server,Artifact registry,Source control,A,2026-07-05 11:34:19.858491+05:30
18566,DevOps Engineer,Pipelines,Medium,What is pipeline migration?,Moving pipeline definitions from one CI/CD platform to another,Code migration,Data migration,Server migration,A,2026-07-05 11:34:19.858491+05:30
18567,DevOps Engineer,Pipelines,Easy,What is the role of environment variables in pipelines?,"Pass configuration, credentials, and feature flags to pipeline steps",Store state,Log output,Track metrics,A,2026-07-05 11:34:19.858491+05:30
18568,DevOps Engineer,Pipelines,Hard,What is a composite action in GitHub Actions?,Reusable action combining multiple steps into one callable unit,Single action,JavaScript action,Docker action,A,2026-07-05 11:34:19.858491+05:30
18569,DevOps Engineer,Pipelines,Hard,What is a reusable workflow in GitHub Actions?,Entire workflow called from another workflow,Composite action,Template workflow,Shared workflow,A,2026-07-05 11:34:19.858491+05:30
18570,DevOps Engineer,Pipelines,Medium,What is path filtering in CI triggers?,Run pipeline only when specific file paths change,Branch filtering,Tag filtering,User filtering,A,2026-07-05 11:34:19.858491+05:30
18571,DevOps Engineer,Pipelines,Easy,What is scheduled pipeline?,Pipeline triggered at specific time intervals (cron),Event-driven pipeline,Manual pipeline,Push-triggered pipeline,A,2026-07-05 11:34:19.858491+05:30
18572,DevOps Engineer,Pipelines,Medium,What is a smoke test in pipeline?,Quick test after deployment verifying critical paths work,Full regression,Unit test,Performance test,A,2026-07-05 11:34:19.858491+05:30
18573,DevOps Engineer,Pipelines,Hard,What is pipeline as product?,Treating CI/CD pipeline as a first-class product with SLAs and ownership,DevOps practice,Agile practice,Lean practice,A,2026-07-05 11:34:19.858491+05:30
18574,DevOps Engineer,Pipelines,Medium,What is the difference between rolling deployment and recreate?,Rolling replaces pods gradually; recreate stops all then starts new,No difference,Rolling stops all first,Recreate is gradual,A,2026-07-05 11:34:19.858491+05:30
18575,DevOps Engineer,Pipelines,Medium,What is infrastructure pipeline?,CI/CD pipeline for provisioning infrastructure (Terraform pipeline),Application pipeline,Test pipeline,Security pipeline,A,2026-07-05 11:34:19.858491+05:30
18576,DevOps Engineer,Pipelines,Hard,What is GitOps pipeline?,Pipeline reconciling cluster state with desired state in Git,Push-based pipeline,Pull-based only,Manual pipeline,A,2026-07-05 11:34:19.858491+05:30
18577,DevOps Engineer,Pipelines,Medium,What is a deployment token?,Short-lived credential granting pipeline access to deploy,Long-lived credential,User password,SSH key only,A,2026-07-05 11:34:19.858491+05:30
18578,DevOps Engineer,Pipelines,Hard,What is pipeline YAML anchors?,YAML feature for reusing configuration blocks within same file,YAML comments,YAML includes,YAML imports,A,2026-07-05 11:34:19.858491+05:30
18579,DevOps Engineer,Pipelines,Medium,What is matrix in GitHub Actions?,"Run same job with different input combinations (OS, language version)",Single run configuration,Parallel test strategy,Multi-env deployment,A,2026-07-05 11:34:19.858491+05:30
