id,title,body,category,skill,difficulty,roles,source,created_at
107428,How do you implement multi-dimensional arrays?,"Use ARRAY [low..high, low..high] OF type.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107429,How do you implement procedure overloading in Pascal?,Use different names (Pascal does not support direct overloading) or use default parameters in modern Pascal.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107430,How do you implement default parameters?,Use optional parameters with default values in modern Pascal/Delphi.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107431,How do you implement recursion in procedures/functions?,Procedure or function calls itself with updated parameters and a base case.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107432,How do you implement variant records?,Use CASE statement inside RECORD to hold different types based on a tag field.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107433,How do you implement pointers to procedures?,Declare PROCEDURE type and assign using @ operator.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107434,How do you implement dynamic memory allocation?,Use NEW(pointer) and DISPOSE(pointer) for manual memory management.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107435,How do you implement type casting in Pascal?,"Use type constructor, e.g., INTEGER(x), REAL(y) to convert types.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107436,How do you implement nested procedures?,Declare procedures inside another procedure or function; inner procedures access outer variables.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107437,How do you implement modules or units?,Use UNIT keyword (Delphi/Free Pascal) and USES clause to include in program.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107438,How do you implement sets in Pascal?,"Use SET OF type, e.g., SET OF 1..10; supports set operations like +, -, *, IN.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107439,How do you perform set operations?,"Use union (+), intersection (*), difference (-), membership (IN) operators.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107440,How do you implement boolean expressions efficiently?,"Use AND, OR, NOT operators and short-circuit evaluation.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107441,How do you implement CASE statement with ranges?,Use CASE expression OF value1..value2: ... END; for multiple values.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107442,How do you implement exit from loops?,Use BREAK or EXIT statement (modern Pascal/Delphi) or GOTO label for older Pascal.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107443,How do you implement error handling in file I/O?,Check IOResult or use TRY...EXCEPT (Delphi/Free Pascal).,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107444,How do you implement multidimensional array traversal?,Nested FOR loops with proper indexing for each dimension.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107445,How do you implement searching in arrays?,Use linear search for small arrays or binary search on sorted arrays.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107446,How do you implement sorting in arrays?,"Use simple algorithms like Bubble Sort, Selection Sort, or QuickSort.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107447,How do you implement function pointers?,Declare PROCEDURE/FUNCTION type and assign with @ operator.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107448,How do you implement variant records with tags?,Use CASE selector field to choose active member in record.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107449,How do you implement forward declarations for functions?,Use FORWARD keyword to declare a function before defining it.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107450,How do you implement advanced mathematical functions?,"Use SQRT, EXP, LN, SIN, COS, ARCTAN intrinsic functions.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107451,How do you implement constants in record types?,Use CONST within TYPE or define outside as typed constants.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107452,How do you implement multidimensional dynamic arrays?,Allocate arrays dynamically using pointer arrays for each dimension.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107453,How do you implement nested subprogram access to variables?,Inner procedures can access outer procedure variables unless scope is restricted.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107454,How do you implement default input/output formatting?,Use FORMAT parameters in WRITE/WRITELN or default field width.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107455,How do you implement inline assembly in Pascal?,Use ASM ... END block (Delphi/Free Pascal specific).,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107456,How do you implement generic programming in Pascal?,Use generics (Delphi/Free Pascal) or type parameters for reusable code.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107457,How do you implement runtime type information?,Use TYPEINFO operator in modern Pascal to get type metadata.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107458,How do you implement sets of enumerated types?,Declare SET OF enumerated type and perform set operations.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107459,How do you implement bitwise operations?,"Use AND, OR, XOR, SHL, SHR on integer types.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107460,How do you implement advanced recursion problems?,"Recursive factorial, Fibonacci, tree traversal, or divide-and-conquer algorithms.",Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107461,How do you implement unit testing in Pascal?,Write test procedures/functions and verify expected output manually or using frameworks.,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107462,How do you implement dynamic linking in Pascal?,Use external DLLs via EXTERNAL keyword (Delphi/Free Pascal).,Programming Languages,Pascal,Medium,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107463,How do you implement object-oriented programming in Pascal?,"Use CLASS, OBJECT, inheritance, and TYPE extensions (Delphi/Free Pascal).",Programming Languages,Pascal,Hard,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107464,How do you implement polymorphism in Pascal?,Use VIRTUAL and OVERRIDE methods in classes.,Programming Languages,Pascal,Hard,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107465,How do you implement abstract classes?,Declare a CLASS with ABSTRACT keyword and deferred methods.,Programming Languages,Pascal,Hard,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
107466,How do you implement interfaces in Pascal?,Define INTERFACE types and implement them in classes.,Programming Languages,Pascal,Hard,"[""Backend Engineer"", ""Frontend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""DevOps Engineer"", ""QA Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:22.804491+05:30
